datetime,open,high,low,close,volume
2017-01-02 22:00:00+00:00,0.69294,0.69568,0.69216,0.6949,4106
2017-01-03 02:00:00+00:00,0.69488,0.69744,0.69482,0.69648,2506
2017-01-03 06:00:00+00:00,0.69644,0.69726,0.69284,0.69284,3024
2017-01-03 10:00:00+00:00,0.69288,0.69325,0.69048,0.69108,3385
2017-01-03 14:00:00+00:00,0.69112,0.69417,0.6885,0.69385,8740
2017-01-03 18:00:00+00:00,0.6939,0.69416,0.69063,0.6917399999999999,2556
2017-01-03 22:00:00+00:00,0.69171,0.69263,0.689,0.69007,6142
2017-01-04 02:00:00+00:00,0.69011,0.6916100000000001,0.6895399999999999,0.69157,3326
2017-01-04 06:00:00+00:00,0.69152,0.69522,0.6911,0.6937399999999999,4644
2017-01-04 10:00:00+00:00,0.6937399999999999,0.6956600000000001,0.69297,0.69476,5072
2017-01-04 14:00:00+00:00,0.69472,0.69572,0.69426,0.69479,6419
2017-01-04 18:00:00+00:00,0.69479,0.69755,0.69314,0.69688,6578
2017-01-04 22:00:00+00:00,0.6972,0.69992,0.69552,0.69768,11328
2017-01-05 02:00:00+00:00,0.69768,0.70112,0.6974199999999999,0.69996,8349
2017-01-05 06:00:00+00:00,0.69991,0.70287,0.6964600000000001,0.6974199999999999,9492
2017-01-05 10:00:00+00:00,0.6974600000000001,0.6985,0.69538,0.69768,7140
2017-01-05 14:00:00+00:00,0.6976399999999999,0.70368,0.6976399999999999,0.7027100000000001,12363
2017-01-05 18:00:00+00:00,0.7027,0.70315,0.7019,0.70236,2649
2017-01-05 22:00:00+00:00,0.703,0.7043699999999999,0.7004199999999999,0.7012,8188
2017-01-06 02:00:00+00:00,0.70124,0.70294,0.70085,0.7017,4764
2017-01-06 06:00:00+00:00,0.70168,0.70272,0.70006,0.70257,4328
2017-01-06 10:00:00+00:00,0.70258,0.70448,0.69818,0.69926,9989
2017-01-06 14:00:00+00:00,0.69926,0.7005600000000001,0.6963600000000001,0.69717,8717
2017-01-06 18:00:00+00:00,0.69717,0.6973199999999999,0.69543,0.69603,2513
2017-01-08 22:00:00+00:00,0.69668,0.6973600000000001,0.69562,0.69704,4263
2017-01-09 02:00:00+00:00,0.69704,0.69728,0.69492,0.69544,2943
2017-01-09 06:00:00+00:00,0.6954,0.69785,0.69494,0.69648,4732
2017-01-09 10:00:00+00:00,0.69648,0.69943,0.69593,0.69904,5132
2017-01-09 14:00:00+00:00,0.69904,0.70325,0.69898,0.70315,7062
2017-01-09 18:00:00+00:00,0.70314,0.70325,0.70116,0.7015600000000001,2069
2017-01-09 22:00:00+00:00,0.70175,0.7024699999999999,0.70068,0.70114,6511
2017-01-10 02:00:00+00:00,0.70118,0.7048,0.70076,0.70292,8977
2017-01-10 06:00:00+00:00,0.70292,0.7037,0.69935,0.69987,6204
2017-01-10 10:00:00+00:00,0.69989,0.70072,0.69587,0.69782,4771
2017-01-10 14:00:00+00:00,0.69782,0.70096,0.69728,0.69884,7987
2017-01-10 18:00:00+00:00,0.6987800000000001,0.6996399999999999,0.69812,0.69899,2387
2017-01-10 22:00:00+00:00,0.69911,0.69949,0.6971,0.69844,3693
2017-01-11 02:00:00+00:00,0.69844,0.70017,0.69777,0.69965,4698
2017-01-11 06:00:00+00:00,0.6996899999999999,0.70224,0.6992,0.70085,5091
2017-01-11 10:00:00+00:00,0.70084,0.7008800000000001,0.6986600000000001,0.69995,4649
2017-01-11 14:00:00+00:00,0.69995,0.70498,0.69612,0.70404,23511
